avg,f1,ident,ta,to,ao,t,a,o,intra,inter,cross-1,cross-ge2,cross-ge3,val_f1,val_ident,epoch,dropout,batch_size,logger,time
39.1720,37.1550,41.1890,52.8600,53.3200,51.3900,88.6500,74.4900,63.1600,41.3100,19.2100,23.6100,0.0000,0.0000,36.7347,39.9570,38,0.1,2,./result/en/f1_37.1550ident_41.1890ep_38.log,20260109-201456
39.1720,37.1550,41.1890,52.8600,53.3200,51.3900,88.6500,74.4900,63.1600,41.3100,19.2100,23.6100,0.0000,0.0000,36.7347,39.9570,38,0.1,2,./result/en/f1_37.1550ident_41.1890ep_38.log,20260110-164050
