avg,f1,ident,ta,to,ao,t,a,o,intra,inter,cross-1,cross-ge2,cross-ge3,val_f1,val_ident,epoch,dropout,batch_size,logger,time
40.0211,38.4372,41.6051,52.1700,52.3600,52.0900,89.3800,72.6900,62.6000,42.6500,20.2200,24.2900,5.2600,0.0000,37.4596,40.9042,31,0.1,2,./result/en/f1_38.4372ident_41.6051ep_31.log,20260109-220813
40.0211,38.4372,41.6051,52.1700,52.3600,52.0900,89.3800,72.6900,62.6000,42.6500,20.2200,24.2900,5.2600,0.0000,37.4596,40.9042,31,0.1,2,./result/en/f1_38.4372ident_41.6051ep_31.log,20260110-182415
