avg,f1,ident,ta,to,ao,t,a,o,intra,inter,cross-1,cross-ge2,cross-ge3,val_f1,val_ident,epoch,dropout,batch_size,logger,time
40.9598,39.0625,42.8571,54.3200,54.1200,52.7700,88.8500,73.7800,63.3500,41.8300,27.5900,30.6600,16.2200,14.2900,37.4718,41.0835,35,0.1,2,./result/en/f1_39.0625ident_42.8571ep_35.log,20260109-182319
40.9598,39.0625,42.8571,54.3200,54.1200,52.7700,88.8500,73.7800,63.3500,41.8300,27.5900,30.6600,16.2200,14.2900,37.4718,41.0835,35,0.1,2,./result/en/f1_39.0625ident_42.8571ep_35.log,20260110-145742
