avg,f1,ident,ta,to,ao,t,a,o,intra,inter,cross-1,cross-ge2,cross-ge3,val_f1,val_ident,epoch,dropout,batch_size,logger,time
40.6742,39.5506,41.7978,53.4400,51.9500,51.8300,88.8900,74.9600,62.7000,44.0100,22.1000,25.1700,10.5300,0.0000,36.5340,39.3443,36,0.1,2,./result/en/f1_39.5506ident_41.7978ep_36.log,20260109-235622
40.6742,39.5506,41.7978,53.4400,51.9500,51.8300,88.8900,74.9600,62.7000,44.0100,22.1000,25.1700,10.5300,0.0000,36.5340,39.3443,36,0.1,2,./result/en/f1_39.5506ident_41.7978ep_36.log,20260110-200639
